long,lat
-116.98164,43.678118
-116.981755,43.67819
-116.981657,43.678115
-116.98153,43.678083
-116.981692,43.678122
-116.981707,43.678093
-116.98151,43.678203
-116.982108,43.677215
-116.982603,43.678455
-116.982262,43.681897
-116.981607,43.681178
-116.984183,43.68117
-116.986378,43.683435
-116.986628,43.681758
-116.985405,43.679038
-116.984715,43.676652
-116.985985,43.673578
-116.983235,43.671222
-116.979612,43.669963
-116.977487,43.670365
-116.979088,43.670565
-116.977968,43.67015
-116.976573,43.669347
-116.974983,43.668273
-116.976422,43.66656
-116.976392,43.666735
-116.975468,43.668047
-116.973238,43.668433
-116.973098,43.668812
-116.972572,43.669192
-116.972477,43.668842
-116.97257,43.668993
-116.972998,43.667692
-116.972663,43.669015
-116.972643,43.668925
-116.973037,43.668347
-116.972653,43.669025
-116.9728,43.668955
-116.972652,43.669028
-116.972585,43.668868
-116.97266,43.669122
-116.972648,43.668997
-116.972562,43.669287
-116.972727,43.668757
-116.972922,43.66862
-116.972758,43.668843
-116.972655,43.669002
-116.973748,43.669012
-116.972622,43.66899
-116.972617,43.669042
-116.972703,43.668997
-116.97246,43.667592
-116.972442,43.66871
-116.972498,43.669057
-116.973052,43.66911
-116.972317,43.667228
-116.973358,43.669037
-116.971862,43.667928
-116.972658,43.669
-116.972988,43.66845
-116.972777,43.66903
-116.973162,43.66808
-116.9727,43.668953
-116.971882,43.667335
-116.969568,43.669835
-116.96894,43.670993
-116.967943,43.670783
-116.96741,43.670437
-116.965503,43.670902
-116.961873,43.670307
-116.960352,43.671835
-116.961097,43.670798
-116.959125,43.670343
-116.960343,43.671312
-116.959807,43.672517
-116.957695,43.67329
-116.956932,43.673205
-116.959065,43.673012
-116.958255,43.67295
-116.95992,43.673533
-116.959972,43.673502
-116.95999,43.673635
-116.95998,43.673593
-116.959993,43.673555
-116.960243,43.673673
-116.961125,43.674408
-116.957312,43.676318
-116.956457,43.678085
-116.957003,43.679587
-116.956047,43.678455
-116.95512,43.679422
-116.95562,43.677485
-116.955077,43.679188
-116.954148,43.678545
-116.954798,43.678748
-116.954972,43.679195
-116.955955,43.679257
-116.955323,43.679308
-116.955915,43.679367
-116.955135,43.679683
-116.955282,43.679408
-116.954938,43.679592
-116.954568,43.679627
-116.954923,43.679418
-116.955063,43.679397
-116.955222,43.679287
-116.955412,43.679603
-116.955022,43.679372
-116.955072,43.680535
-116.954268,43.67867
-116.955348,43.679452
-116.955097,43.679363
-116.954792,43.677782
-116.954948,43.677947
-116.955115,43.679717
-116.956442,43.679288
-116.954808,43.679392
-116.955215,43.679628
-116.95508,43.679677
-116.954738,43.679137
-116.95455,43.678705
-116.954745,43.67908
-116.95491,43.678025
-116.954975,43.679037
-116.954523,43.678373
-116.954705,43.678898
-116.955065,43.678795
-116.955053,43.679082
-116.955103,43.679222
-116.9549,43.678925
-116.955063,43.678858
-116.955008,43.678783
-116.954807,43.678755
-116.954912,43.678675
-116.955027,43.678567
-116.954468,43.678385
-116.954797,43.678782
-116.955005,43.679233
-116.954537,43.678257
-116.954785,43.678648
-116.95441,43.678365
-116.954503,43.678255
-116.954972,43.678782
-116.955447,43.677847
-116.954645,43.678703
-116.955062,43.678517
-116.9548,43.678427
-116.954435,43.678038
-116.954012,43.678405
-116.954337,43.677985
-116.95465,43.679148
-116.953998,43.678248
-116.95445,43.679215
-116.954668,43.678842
-116.954643,43.67848
-116.954653,43.678443
-116.956355,43.679008
-116.956207,43.678198
-116.956343,43.678013
-116.956307,43.678125
-116.956363,43.678253
-116.956248,43.678227
-116.956085,43.678153
-116.956225,43.678238
-116.955988,43.677948
-116.95838,43.678347
-116.958405,43.677723
-116.958847,43.678668
-116.95883,43.67873
-116.958953,43.678732
-116.958733,43.678353
-116.957972,43.676875
-116.959182,43.674562
-116.961622,43.671977
-116.964817,43.672112
-116.966567,43.674712
-116.966678,43.675455
-116.970505,43.673705
-116.97472,43.675042
-116.977447,43.676363
-116.9805,43.678447
-116.9812,43.682602
-116.980305,43.685247
-116.97815,43.688455
-116.975857,43.69115
-116.974395,43.692982
-116.976552,43.69246
-116.974425,43.69126
-116.972287,43.693482
-116.973232,43.694825
-116.974315,43.695938
-116.974492,43.696625
-116.975717,43.696227
-116.973955,43.696525
-116.973773,43.696152
-116.974623,43.694805
-116.976823,43.696548
-116.978665,43.694957
-116.977923,43.694705
-116.975257,43.696072
-116.97606,43.692698
-116.97328,43.691727
-116.975658,43.691067
-116.978982,43.688747
-116.983003,43.686927
-116.983877,43.685953
-116.984668,43.683968
-116.982365,43.68125
-116.982343,43.678367
-116.981863,43.67579
-116.97978,43.674072
-116.978893,43.671447
-116.978448,43.669972
-116.97798,43.670663
-116.97961,43.670175
-116.975473,43.67179
-116.975297,43.66861
-116.976218,43.667138
-116.974877,43.669078
-116.975497,43.668158
-116.97535,43.668368
-116.974977,43.668708
-116.975355,43.668332
-116.975527,43.667705
-116.975338,43.66832
-116.975487,43.667612
-116.97633,43.667693
-116.97624,43.665985
-116.977328,43.666482
-116.97688,43.666208
-116.978105,43.667507
-116.977683,43.669043
-116.978767,43.668945
-116.977327,43.670318
-116.978803,43.669558
-116.979712,43.670137
-116.976903,43.671687
-116.978342,43.669985
-116.97729,43.670452
-116.978675,43.670675
-116.980008,43.671227
-116.982323,43.670988
-116.980347,43.67143
-116.978358,43.669865
-116.978338,43.668855
-116.977885,43.671062
-116.980927,43.672757
-116.981442,43.674288
-116.982287,43.676367
-116.979162,43.67714
-116.976847,43.675155
-116.980977,43.673885
-116.982152,43.673877
-116.979503,43.674938
-116.981152,43.67473
-116.980747,43.675473
-116.980837,43.675385
-116.981352,43.674767
-116.98076,43.675518
-116.980805,43.675487
-116.980542,43.67606
-116.981883,43.675425
-116.98317,43.675782
-116.986937,43.674045
-116.98807,43.676372
-116.986908,43.677053
-116.983655,43.677977
-116.981718,43.677862
-116.982418,43.677148
-116.982505,43.677163
-116.981618,43.676392
-116.981188,43.678195
-116.981163,43.67822
-116.981188,43.678208
-116.981398,43.678157
-116.981253,43.67813
-116.981435,43.67819
-116.981462,43.678217
-116.981405,43.678158
-116.981377,43.678193
-116.981312,43.677933
-116.98138,43.678127
-116.981253,43.67825
-116.981248,43.678023
-116.981483,43.67817
-116.981423,43.678212
-116.981385,43.678152
-116.98133,43.678165
-116.98122,43.679032
-116.981075,43.678922
-116.980948,43.678913
-116.981152,43.67893
-116.980993,43.678708
-116.981097,43.679017
-116.981072,43.678958
-116.981062,43.67895
-116.980963,43.679097
-116.981062,43.678857
-116.980953,43.67894
-116.981023,43.678898
-116.98105,43.678902
-116.98078,43.678925
-116.980968,43.678855
-116.981132,43.678903
-116.981095,43.678907
-116.981075,43.678833
-116.981002,43.678985
-116.980968,43.678903
-116.980932,43.67886
-116.980918,43.678972
-116.981023,43.678783
-116.98099,43.678792
-116.981158,43.678928
-116.980867,43.678785
-116.980947,43.678887
-116.981092,43.67892
-116.980895,43.67888
-116.981112,43.678905
-116.98092,43.678887
-116.981085,43.67893
-116.981317,43.679005
-116.981025,43.678822
-116.981112,43.678995
-116.980955,43.678803
-116.981097,43.678915
-116.98107,43.678928
-116.98107,43.679013
-116.980957,43.67886
-116.981068,43.67896
-116.981027,43.678903
-116.981252,43.678727
-116.981008,43.678795
-116.98102,43.678718
-116.980907,43.678742
-116.981078,43.678845
-116.981038,43.67886
-116.98098,43.67888
-116.981233,43.678902
-116.981053,43.678937
-116.981048,43.67883
-116.981043,43.67904
-116.980913,43.678718
-116.981217,43.678722
-116.980983,43.678897
-116.98102,43.678855
-116.98101,43.678893
-116.981092,43.679003
-116.981175,43.678727
-116.981005,43.678973
-116.980792,43.678645
-116.981038,43.678828
-116.98093,43.678883
-116.981013,43.678908
-116.981108,43.678878
-116.981055,43.678897
-116.980927,43.678803
-116.981028,43.678835
-116.980745,43.678552
-116.980848,43.678643
-116.981053,43.67888
-116.98085,43.678707
-116.980708,43.678723
-116.980953,43.678767
-116.981088,43.678935
-116.981022,43.678922
-116.98099,43.678853
-116.980975,43.678675
-116.981025,43.678912
-116.98116,43.678828
-116.98098,43.678855
-116.981048,43.678592
-116.98105,43.678903
-116.981025,43.678915
-116.980947,43.678882
-116.981055,43.678698
-116.981028,43.678802
-116.981268,43.678882
-116.981517,43.67889
-116.980693,43.678347
-116.98059,43.678632
-116.981172,43.679013
-116.981,43.678948
-116.980675,43.67855
-116.980898,43.678798
-116.980778,43.678695
-116.981163,43.678408
-116.981042,43.678867
-116.980677,43.67895
-116.980592,43.677615
-116.98,43.675482
-116.979857,43.675032
-116.980175,43.674827
-116.980328,43.674952
-116.981085,43.674263
-116.979737,43.67481
-116.981073,43.674527
-116.980295,43.674317
-116.980702,43.67451
-116.980845,43.674522
-116.98085,43.674603
-116.98102,43.674237
-116.980655,43.674227
-116.981057,43.674555
-116.980517,43.673768
-116.98092,43.674368
-116.98114,43.674503
-116.980668,43.674452
-116.981028,43.674382
-116.98093,43.674302
-116.980705,43.674082
-116.980937,43.674158
-116.980993,43.674128
-116.981003,43.67435
-116.980897,43.674337
-116.980927,43.674203
-116.980603,43.673987
-116.980537,43.673852
-116.980517,43.674043
-116.980445,43.673643
-116.980588,43.673677
-116.98066,43.674088
-116.980615,43.673875
-116.980653,43.674207
-116.980747,43.674227
-116.980705,43.67424
-116.98066,43.674228
-116.980762,43.674178
-116.980663,43.674142
-116.980615,43.674347
-116.980562,43.674462
-116.980542,43.674275
-116.98059,43.674303
-116.98068,43.67417
-116.980545,43.674327
-116.980557,43.674357
-116.980605,43.674202
-116.980488,43.674265
-116.980607,43.674173
-116.980585,43.674177
-116.980317,43.674265
-116.980763,43.67406
-116.980472,43.674258
-116.98054,43.674203
-116.980743,43.674178
-116.980728,43.674295
-116.980665,43.674145
-116.98065,43.674132
-116.980575,43.674218
-116.98069,43.674225
-116.980703,43.674237
-116.98015,43.674278
-116.980628,43.674247
-116.980602,43.674308
-116.98053,43.674163
-116.980472,43.674337
-116.98064,43.674107
-116.980655,43.674185
-116.980515,43.674163
-116.980595,43.674222
-116.980663,43.674272
-116.98075,43.674127
-116.980765,43.674182
-116.980625,43.674187
-116.980635,43.674213
-116.980557,43.674183
