GeoType,GeoName,TotalPop,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,affectweather,affectweatherOppose,worried,worriedOppose,harmplants,harmplantsOppose,futuregen,futuregenOppose,devharm,devharmOppose,harmUS,harmUSOppose,personal,personalOppose,timing,timingOppose,fundrenewables,fundrenewablesOppose,regulate,regulateOppose,CO2limits,CO2limitsOppose,reducetax,reducetaxOppose,supportRPS,supportRPSOppose,rebates,rebatesOppose,drillANWR,drillANWROppose,drilloffshore,drilloffshoreOppose,teachGW,teachGWOppose,corporations,corporationsOppose,citizens,citizensOppose,congress,congressOppose,governor,governorOppose,localofficials,localofficialsOppose,prienv,prienvOppose,discuss,discussOppose,mediaweekly,mediaweeklyOppose
County,"Whiteside County, Illinois",39759,65.439,17.335,53.091,37.111,43.205,31.815,58.331,6.297,55.078,44.878,67.935,21.539,66.786,21.162,56.526,29.065,53.56,34.814,37.299,52.507,45.626,54.375,84.206,13.079,77.1,19.739,66.754,30.773,66.587,30.018,61.849,34.759,82.673,14.129,36.939,60.797,54.952,41.675,75.995,23.753,66.833,11.602,62.568,12.598,58.28,16.672,53.852,14.17,54.104,14.613,66.408,31.341,30.115,69.638,20.841,77.648
County,"Will County, Illinois",440254,67.095,15.111,56.886,32.741,44.382,29.37,58.98,5.647,57.195,42.951,70.797,18.633,70.154,18.392,60.119,26.254,56.479,32.425,39.033,49.777,47.258,52.742,85.946,12.014,79.855,17.584,71.643,26.463,69.625,27.433,64.592,32.824,83.589,13.79,33.773,63.678,53.72,42.4,78.082,21.77,68.871,10.595,62.968,11.649,62.883,14.041,55.872,12.341,55.673,12.801,68.872,29.141,30.014,69.837,20.666,77.85
County,"Williamson County, Illinois",47275,61.901,20.486,50.171,36.321,39.791,34.811,54.01,7.207,49.828,50.117,64.06,25.227,64.152,24.394,53.217,32.64,49.665,39.584,32.451,57.326,40.872,59.129,83.391,14.002,74.711,22.592,61.984,36.035,59.134,37.414,57.35,39.088,80.137,16.778,36.545,61.024,56.079,40.922,71.305,28.722,65.153,12.721,59.973,14.369,55.259,19.178,50.47,16.654,49.16,17.272,63.35,34.636,30.259,69.568,19.575,79.408
County,"Winnebago County, Illinois",194929,67.664,15.5,55.494,32.711,46.429,29.15,60.485,5.923,57.149,42.809,69.773,18.352,68.647,18.855,58.771,26.004,54.767,32.987,38.562,50.603,47.321,52.679,84.347,12.761,77.147,19.989,70.844,27.084,67.851,28.937,64.41,32.267,83.004,14.043,33.621,64.155,53.938,42.972,76.556,23.167,67.931,10.726,64.467,11.949,58.534,15.513,55.626,13.314,54.821,14.464,67.284,30.53,33.105,66.746,20.231,78.216
County,"Woodford County, Illinois",25964,60.309,21.675,48.961,38.471,39.385,36.001,53.559,7.434,48.556,51.416,63.667,27.068,63.143,26.479,52.655,34.62,49.252,40.947,31.939,58.969,40.251,59.75,82.839,14.453,73.346,23.84,60.879,37.08,59.044,37.747,57.268,39.35,80.262,16.649,38.468,59.012,57.657,39.334,70.571,29.386,63.311,12.984,58.671,14.733,53.086,20.705,48.502,17.386,48.256,17.725,63.122,35.08,30.309,69.488,21.379,77.583
County,"Adams County, Indiana",20942,61.869,18.782,51.219,36.309,40.522,31.696,55.799,6.963,51.108,48.83,64.368,23.894,62.748,24.377,53.502,31.971,52.143,36.556,35.434,53.995,43.63,56.37,83.364,13.007,73.562,23.17,62.625,35.868,63.195,34.518,55.413,40.75,79.164,17.394,36.611,59.439,57.973,39.014,73.838,26.14,64.09,13.218,60.498,14.066,55.64,18.516,49.035,16.161,49.922,16.443,63.177,33.357,30.752,68.897,21.276,77.95
County,"Allen County, Indiana",235198,63.446,16.995,51.409,37.501,43.492,31.957,55.703,6.567,52.522,47.651,65.328,24.329,64.095,24.414,55.23,31.02,52.687,35.648,34.836,52.846,43.699,56.301,84.884,12.347,74.965,21.427,65.126,32.542,63.94,32.843,59.33,37.153,82.548,14.248,36.085,61.789,54.681,43.397,75.631,23.98,67.144,11.975,63.129,13.198,58.107,16.555,54.28,14.211,53.787,14.922,65.666,31.128,30.682,69.162,20.566,77.967
County,"Bartholomew County, Indiana",54155,63.752,18.94,51.862,36.122,41.299,32.972,56.779,7.085,51.57,48.473,63.715,25.415,63.177,25.045,54.172,32.412,50.912,38.047,34.156,55.221,43.186,56.814,83.821,13.581,74.563,22.576,64.503,33.792,62.678,34.326,58.388,38.437,80.51,16.501,37.827,59.459,58.129,39.566,72.124,27.402,63.809,13.339,59.576,14.595,55.814,19.047,50.757,16.373,51.076,17.041,64.118,32.79,30.991,68.817,20.636,78.211
County,"Benton County, Indiana",5832,61.306,19.261,50.821,36.289,41.317,32.482,53.229,6.961,50.582,49.418,63.795,25.086,62.9,24.97,53.679,32.116,51.628,37.208,34.361,54.834,42.779,57.221,82.792,13.939,73.916,23.158,62.109,36.405,61.47,35.623,56.937,39.421,79.338,17.486,35.667,61.142,57.885,39.366,73.239,26.685,64.495,13.095,60.085,14.067,55.645,19.233,50.286,16.275,50.287,16.742,63.574,33.058,30.791,68.934,20.458,78.663
County,"Blackford County, Indiana",8700,60.206,20.952,49.048,38.209,38.932,34.569,52.237,7.478,48.566,51.428,61.511,26.211,61.006,25.547,51.061,33.741,48.363,39.282,32.535,55.528,41.119,58.881,82.404,14.796,74.627,22.412,62.016,36.221,61.775,35.385,57.289,39.122,79.51,17.303,38.65,58.001,58.621,38.898,71.374,28.199,62.546,13.788,57.581,15.292,53.707,19.126,49.212,16.794,49.338,17.704,62.089,34.4,27.558,72.227,18.695,80.139
County,"Boone County, Indiana",40735,61.841,18.671,51.471,36.184,42.966,33.394,55.107,7.166,51.293,48.837,64.478,24.919,63.855,24.2,54.425,32.839,50.768,39.056,32.74,56.887,42.143,57.857,83.591,13.051,74.642,21.719,63.302,35.003,61.492,35.504,59.618,36.322,80.818,15.664,37.026,60.584,54.207,41.887,73.291,26.357,65.359,12.488,60.73,13.89,56.065,18.476,51.126,16.019,50.996,16.628,64.751,32.346,31.974,67.248,22.346,76.476
County,"Brown County, Indiana",11025,63.459,19.639,51.701,35.495,43.971,32.924,54.136,7.227,50.129,49.978,63.715,24.631,63.772,23.735,53.574,32.634,49.439,39.421,31.903,56.86,41.822,58.177,83.259,14.327,76.056,21.378,65.689,32.786,61.929,35.092,60.012,36.643,80.703,16.532,35.181,62.195,55.715,42.236,72.793,26.826,65.203,12.451,59.866,14.103,55.661,18.563,51.741,16.042,50.518,17.65,63.612,33.115,30.838,69.031,20.317,78.557
County,"Carroll County, Indiana",13841,58.917,21.796,47.221,39.989,36.953,35.899,53.496,7.567,47.819,52.178,61.283,27.342,59.78,27.243,50.825,34.529,49.189,39.192,32.594,56.256,40.384,59.616,81.479,14.778,72.205,24.553,58.833,39.322,59.585,37.324,55.283,41.229,78.719,17.867,41.003,55.642,61.602,35.627,70.89,28.776,61.853,14.396,57.746,15.59,50.994,21.787,47.498,17.553,48.981,17.457,62.104,34.561,28.029,71.669,20.253,78.678
County,"Cass County, Indiana",25871,61.306,19.737,49.999,37.5,38.819,33.209,53.374,7.132,49.862,50.17,62.637,24.719,61.72,24.395,52.669,31.96,50.431,37.147,34.018,53.614,42.027,57.973,81.939,15.03,74.107,22.709,62.14,35.994,61.734,35.172,56.933,39.353,79.108,17.569,38.195,58.599,57.237,40.038,72.358,27.269,62.929,13.563,58.507,14.827,54.188,19.381,49.993,16.472,50.528,17.21,63.182,33.434,28.657,71.087,18.754,80.191
County,"Clark County, Indiana",78451,65.714,17.524,52.229,34.722,43.457,31.652,57.771,6.679,52.93,47.126,65.158,22.467,64.601,21.801,54.673,30.444,51.554,36.086,34.827,53.022,44.262,55.738,84.025,13.524,76.567,20.582,66.273,31.999,64.103,32.701,61.496,35.279,81.93,15.056,36.278,61.034,56.7,41.003,74.936,24.653,67.171,12.085,61.406,13.546,59.074,16.946,53.992,14.942,53.719,15.738,65.018,31.579,30.018,69.801,19.295,79.454
County,"Clay County, Indiana",18248,58.415,21.576,48.431,38.653,37.802,35.264,52.413,7.628,47.127,52.892,61.167,27.644,59.886,27.654,50.635,35.164,48.629,40.126,32.034,56.931,40.286,59.714,82.477,14.401,73.13,23.806,59.457,38.874,60.083,37.172,55.785,40.654,78.908,17.804,39.427,57.099,60.048,37.304,70.584,29.12,62.82,14.03,58.289,15.459,52.192,20.245,48.612,17.467,48.861,17.852,61.739,34.948,28.581,71.16,20.009,79.063
County,"Clinton County, Indiana",21465,62.011,19.14,51.629,35.653,40.257,32.698,53.393,7.077,50.605,49.366,63.303,24.602,62.527,24.438,53.414,31.8,51.082,37.079,33.827,54.455,42.593,57.407,81.979,14.84,74.316,22.659,63.553,34.908,60.913,35.997,57.23,38.405,79.528,17.225,36.202,60.774,56.771,40.505,72.846,26.934,64.494,13.271,60.127,14.536,56.741,18.706,52.235,16.091,50.728,16.979,63.089,33.603,29.859,69.887,19.537,79.556
County,"Crawford County, Indiana",7413,59.097,21.009,47.536,40.685,35.538,36.04,52.516,7.541,47.193,52.859,60.416,27.084,58.926,26.827,49.63,34.448,47.823,39.124,32.07,55.273,40.179,59.821,82.008,15.19,73.643,23.032,60.134,37.62,62.183,34.666,55.74,40.785,79.569,16.987,42.136,54.986,61.487,35.837,71.218,28.17,62.091,14.041,57.189,15.494,52.882,19.57,47.818,16.981,49.459,17.206,62.102,34.227,26.573,73.167,18.137,80.568
County,"Daviess County, Indiana",20085,57.698,19.445,48.922,36.388,37.467,30.962,48.382,6.673,49.81,50.19,62.841,24.665,62.006,25.209,53.313,30.864,52.928,34.821,34.562,53.375,41.949,58.053,80.904,15.171,71.585,25.378,55.45,42.916,56.802,39.269,53.636,42.312,78.307,17.976,34.332,61.864,58.539,38.148,73.37,27.053,64.598,12.83,59.834,13.359,54.357,19.653,47.047,16.58,49.055,15.347,63.873,32.197,28.846,70.706,17.829,81.556
County,"Dearborn County, Indiana",34006,56.575,22.441,47.164,37.307,35.312,35.376,44.631,7.354,47.214,52.883,59.998,27.679,62.11,25.093,51.399,33.437,48.284,39.52,30.3,57.102,37.169,62.833,81.342,16.477,73.33,24.522,54.385,44.253,52.887,42.57,56.297,40.316,79.556,17.448,35.737,61.94,59.406,38.294,70.82,29.385,65.63,12.788,58.403,14.379,53.634,20.705,47.334,17.53,48.003,16.921,63.22,33.217,28.525,71.309,15.36,83.838
County,"Decatur County, Indiana",17691,59.482,22.224,48.871,37.226,39.39,34.876,49.804,7.805,46.97,53.063,60.743,27.048,60.301,26.366,50.776,34.853,47.444,41.266,30.654,57.306,40.026,59.974,81.621,15.675,73.966,23.371,60.74,37.814,58.299,38.799,56.751,39.659,78.593,18.439,37.227,59.435,58.156,39.601,69.636,30.076,63.573,13.731,58.164,15.64,54.848,19.856,50.426,17.523,48.722,18.692,61.308,35.422,29.78,70.071,18.769,80.346
County,"DeKalb County, Indiana",28275,58.694,22.449,48.499,38.047,38.599,35.946,51.312,7.809,46.992,53.059,60.715,27.592,60.449,26.848,50.445,35.371,47.209,41.28,30.826,57.641,39.588,60.412,82.096,15.33,74.003,23.212,60.958,37.4,59.222,37.78,57.18,39.322,79.251,17.704,38.978,58.04,59.153,38.526,69.981,29.587,62.679,13.857,57.306,15.748,53.279,20.208,49.39,17.546,48.723,18.652,61.563,35.154,28.438,71.402,18.956,80.009
County,"Delaware County, Indiana",71040,65.653,16.631,54.756,34.692,44.135,31.031,57.557,6.273,54.106,46.028,66.614,23.5,65.502,23.276,56.57,30.194,53.91,34.946,36.159,53.095,45.564,54.436,84.338,12.926,76.813,20.356,67.56,30.69,65.474,31.151,61.533,35.239,82.167,14.921,33.511,63.645,51.239,46.636,75.775,23.976,66.292,11.423,61.53,12.32,57.051,17.228,53.953,13.978,54.266,14.804,66.443,30.16,32.264,67.522,21.42,77.297
County,"Dubois County, Indiana",28562,58.515,22.312,47.911,40.32,36.971,36.518,52.569,7.613,48.277,51.751,61.532,26.909,60.179,26.63,50.942,34.412,48.642,39.468,32.277,56.228,40.442,59.558,82.676,14.554,73.744,23.059,59.661,38.287,60.001,36.636,56.205,40.451,79.822,16.88,41.518,55.439,60.753,36.677,70.794,28.664,62.208,13.943,57.745,15.449,52.762,19.739,48.1,17.206,49.458,17.492,62.473,34.249,27.771,71.984,19.748,79.1
County,"Elkhart County, Indiana",127176,66.637,16.334,54.341,34.149,44.551,29.618,57.328,6.373,54.599,45.397,66.24,21.546,65.366,21.7,55.954,28.996,54.254,33.661,36.737,51.399,46.668,53.331,83.423,13.399,74.637,22.277,66.557,31.774,64.673,32.348,59.635,36.772,80.543,16.25,34.236,62.415,53.263,44.213,75.324,24.461,66.745,12.316,62.359,13.134,57.947,16.329,54.446,14.594,53.056,15.522,65.179,31.387,32.409,67.324,20.598,78.345
County,"Fayette County, Indiana",16435,59.109,21.397,48.496,38.819,38.562,34.253,53.633,7.439,48.422,51.546,61.525,25.905,59.654,26.723,50.614,33.817,49.06,38.307,33.63,54.383,41.645,58.355,82.572,14.255,73.345,23.379,61.317,36.807,61.968,35.277,56.184,40.171,79.173,17.343,40.267,56.431,59.417,37.875,72.078,27.569,62.679,13.894,58.42,15.244,53.289,18.853,49.297,16.832,49.296,17.147,61.935,34.431,28.983,70.74,19.01,79.961
County,"Floyd County, Indiana",51839,64.464,17.987,51.823,35.47,43.167,32.016,56.358,6.757,52.586,47.516,64.741,22.478,64.231,21.628,54.857,29.869,51.397,36.279,34.469,53.155,43.874,56.126,84.11,13.54,76.473,20.794,65.623,32.629,63.996,32.921,61.42,35.521,82.177,14.903,36.116,61.343,57.409,40.429,75.272,24.383,66.284,12.185,61.274,13.421,58.146,17.535,53.889,14.976,53.007,15.662,65.26,31.405,31.258,68.58,19.993,78.779
County,"Fountain County, Indiana",11569,56.929,22.656,47.1,38.652,35.774,35.629,49.168,7.5,46.842,53.199,60.604,27.788,60.047,27.217,50.652,34.44,48.865,39.286,31.858,56.388,39.362,60.638,81.813,15.157,72.14,24.934,56.83,41.432,57.909,38.649,54.444,41.962,78.548,18.09,38.958,57.744,61.327,35.911,70.579,29.286,62.138,13.79,57.125,15.106,51.664,21.34,47.102,17.475,48.278,17.171,62.243,34.263,28.09,71.635,18.088,81.015
County,"Franklin County, Indiana",15517,55.711,24.382,45.195,40.716,35.398,37.486,50.381,8.242,43.818,56.258,58.401,28.816,57.227,28.204,48.139,36.718,45.843,42.032,29.856,57.584,37.955,62.045,81.066,16.251,71.962,25.062,56.708,41.432,57.457,39.581,53.443,43.188,77.759,19.002,42.509,54.157,62.819,34.775,67.855,31.649,59.686,14.858,55.026,16.821,49.666,21.428,45.638,18.742,46.873,19.03,60.312,36.427,26.406,73.379,18.612,80.392
County,"Fulton County, Indiana",14009,58.846,20.742,49.561,38.04,38.67,34.205,52.494,7.292,48.465,51.556,62.269,25.965,60.747,26.112,51.79,33.278,50.159,37.955,33.477,55.101,41.471,58.529,81.598,15.074,72.944,23.816,60.637,37.547,60.794,36.174,55.04,41.309,78.791,17.792,39.222,56.959,58.084,39.156,71.115,28.543,61.69,13.94,57.775,15.037,52.373,19.993,47.946,16.758,49.409,17.21,62.569,33.979,28.47,71.221,19.852,79.164
County,"Gibson County, Indiana",22845,52.138,22.63,44.372,38.48,29.863,35.013,39.14,6.674,46.016,54.286,58.857,28.588,62.281,24.725,52.058,30.793,49.905,36.201,30.013,55.59,35.275,64.73,78.531,19.901,71.288,27.023,43.542,54.764,47.496,45.605,53.441,43.45,80.283,16.553,35.291,62.957,64.7,32.66,71.801,28.836,65.618,12.244,56.832,13.094,51.923,22.86,46.517,17.302,47.912,14.5,65.759,30.19,25.659,74.112,11.712,87.483
County,"Grant County, Indiana",44699,64.912,18.289,50.171,36.412,46.06,31.005,56.407,6.794,52.355,47.597,65.131,22.525,64.662,22.125,54.018,31.102,51.564,36.095,34.056,54.125,43.908,56.091,83.344,13.767,75.134,22.006,64.744,33.729,61.964,34.855,60.16,36.366,79.764,17.164,35.507,61.018,55.97,41.529,73.245,26.448,66.387,12.632,61.988,13.902,59.971,16.99,54.352,15.292,52.67,16.127,63.796,32.772,31.408,68.386,19.734,79.17
County,"Greene County, Indiana",22780,57.868,22.923,46.423,40.821,36.006,37.43,51.358,8.101,46.105,53.884,59.631,28.103,58.599,27.8,48.928,36.068,46.512,41.328,31.229,57.005,39.264,60.735,81.663,15.54,72.708,24.167,59.036,39.107,58.201,38.683,55.173,41.32,78.612,18.037,42.281,54.54,61.697,35.755,69.241,30.271,61.398,14.708,56.527,16.557,52.023,20.984,47.565,18.356,48.102,18.806,60.664,35.94,26.585,73.186,18.902,79.989
County,"Hamilton County, Indiana",195132,66.427,18.081,55.249,33.241,49.354,32.156,61.776,6.686,54.242,45.906,68.077,22.257,66.47,23.246,57.685,30.915,53.047,37.654,34.49,56.563,45.682,54.318,85.527,11.922,77.568,19.519,69.795,28.999,67.137,31.219,63.767,33.15,83.28,13.868,34.314,63.573,51.737,45.872,77.597,22.239,66.692,11.782,62.388,13.064,58.025,17.905,53.627,14.961,53.037,15.971,66.473,30.875,34.579,65.282,24.185,74.61
County,"Hancock County, Indiana",48651,58.868,22.898,47.992,38.835,39.845,36.095,52.032,7.919,46.82,53.3,61.919,26.425,61.221,26.383,51.359,35.033,47.468,41.853,30.845,58.603,39.888,60.112,83.209,14.486,74.181,23.139,61.27,37.154,58.509,38.423,57.565,39.336,80.381,16.695,39.559,58.262,60.477,37.442,69.625,29.887,64.023,13.637,58.783,15.597,53.844,21.197,49.861,17.685,48.934,18.519,62.158,34.835,29.272,70.592,20.106,78.847
County,"Harrison County, Indiana",27457,56.15,21.97,47.296,37.308,34.303,34.819,44.372,6.949,47.767,52.396,60.534,27.192,62.424,24.584,51.807,32.338,49.349,37.766,30.727,56.144,37.429,62.574,80.889,17.005,72.996,24.765,51.321,46.851,53.306,41.285,55.818,40.882,80.463,16.349,36.494,61.285,62.055,35.395,71.637,28.543,65.29,12.474,57.707,13.646,52.966,20.869,47.731,16.913,48.648,15.486,64.604,31.573,26.027,73.738,14.292,84.777
County,"Hendricks County, Indiana",102640,63.585,18.654,49.821,37.604,42.111,34.991,55.63,7.436,48.579,51.597,62.881,25.169,62.516,24.237,53.048,32.953,49.182,39.612,32.173,56.208,41.853,58.146,83.6,14.213,74.908,22.436,62.165,36.101,60.416,36.417,60.374,36.699,81.003,16.186,38.348,59.115,58.932,39.14,72.219,27.3,62.314,13.879,57.945,15.153,53.98,21.887,50.476,17.139,51.021,17.777,63.541,33.508,30.305,69.569,20.735,78.018
County,"Henry County, Indiana",34597,58.591,21.903,47.926,39.062,37.617,35.602,52.627,7.603,47.307,52.738,61.1,26.846,59.736,27.034,50.453,34.722,48.187,39.8,31.962,56.225,40.232,59.768,81.781,15.394,73.142,23.756,59.913,38.15,60.148,36.683,56.34,40.197,79.02,17.716,40.786,56.196,60.592,36.824,70.877,28.646,61.692,14.206,56.984,15.67,52.207,20.585,48.594,17.27,49.328,17.683,62.036,34.572,27.594,72.168,19.151,79.724
County,"Howard County, Indiana",57226,60.883,19.303,50.187,38.194,39.698,33.667,55.29,7.048,49.483,50.044,62.349,27.117,61.219,26.324,52.379,33.63,50.374,38.127,33.395,54.471,41.935,58.065,83.405,13.392,73.753,22.301,63.758,34.478,63.091,34.024,58.166,38.025,80.121,16.38,38.368,57.988,58.773,37.712,72.087,27.389,61.373,13.235,57.733,14.463,53.405,18.214,49.27,16.025,50.808,16.634,63.73,32.911,28.448,71.323,19.841,79.059
County,"Huntington County, Indiana",24876,59.004,20.97,47.514,40.362,37.559,36.056,53.039,7.686,47.667,52.322,61.869,26.07,60.238,25.917,50.803,34.01,48.527,39.461,32.297,56.242,39.872,60.128,82.272,14.768,72.979,23.915,59.609,38.066,60.011,37.152,54.362,42.251,79.058,17.657,41.023,55.836,61.069,36.393,71.425,28.262,61.933,14.308,58.418,15.724,53.977,20.585,49.118,17.697,48.948,17.615,61.807,34.91,27.985,71.762,20.178,78.686
County,"Jackson County, Indiana",29563,60.341,20.742,49.964,36.841,39.071,33.669,52.99,7.367,49.066,50.913,62.281,25.818,61.558,25.598,51.859,33.832,49.475,39.007,33.137,55.416,41.543,58.457,82.405,14.492,73.941,23.059,62.067,36.37,61.135,36.175,56.717,39.525,78.995,17.78,37.358,59.149,57.512,39.866,71.669,28.059,63.435,13.565,58.77,15.026,54.875,19.288,50.232,16.786,49.618,17.711,62.253,34.404,28.995,70.758,19.397,79.678
County,"Jasper County, Indiana",22198,55.979,21.751,46.238,39.114,31.86,35.215,45.521,6.915,47.949,52.173,60.162,28.025,61.054,25.418,51.471,32.224,50.332,36.509,32.232,54.666,38.229,61.774,81.119,16.268,72.046,25.212,50.499,47.472,55.935,39.343,54.09,42.597,80.167,16.335,39.193,58.226,63.717,33.399,71.668,28.424,62.709,13.16,56.615,13.954,50.171,21.634,45.254,17.132,48.573,15.05,64.567,31.657,25.537,74.141,15.183,83.85
County,"Jay County, Indiana",13930,61.861,19.691,50.354,36.644,42.262,32.172,54.249,7.136,50.482,49.456,63.115,24.464,62.567,24.228,52.67,32.161,50.057,37.791,33.931,54.391,42.374,57.626,82.983,13.945,75.115,21.997,63.221,35.225,61.867,35.326,58.31,37.934,79.465,17.375,35.668,60.759,56.708,40.689,72.317,27.451,64.885,13.075,59.985,14.472,57.251,18.106,51.158,16.232,50.133,17.306,62.555,33.872,30.606,69.171,19.077,79.979
County,"Jefferson County, Indiana",21973,57.523,20.157,48.121,35.587,34.334,33.105,44.539,6.315,50.441,49.776,62.247,25.507,64.398,22.707,54.066,29.144,51.954,34.525,32.667,53.661,39.427,60.577,81.661,16.243,73.997,23.834,51.9,46.187,54.501,39.533,56.754,40.01,81.267,15.597,33.867,64.402,60.007,37.407,74.475,25.871,66.811,11.356,59.141,12.15,54.544,20.011,48.807,15.67,50.108,13.843,66.73,29.265,26.625,73.116,13.804,85.232
County,"Jennings County, Indiana",18740,58.24,21.815,48.301,38.265,37.567,34.764,51.135,7.605,47.106,52.897,60.648,26.888,59.872,26.641,50.252,34.552,47.977,39.771,31.778,56.07,40.25,59.75,81.721,15.234,73.495,23.479,60.775,37.527,60.206,36.937,55.974,40.23,78.452,18.257,38.735,57.764,59.421,37.891,70.433,29.204,62.135,13.98,57.22,15.603,53.149,19.833,49.015,17.292,48.818,18.164,61.351,35.12,27.67,72.096,18.461,80.568
County,"Johnson County, Indiana",97494,58.851,21.572,48.448,38.624,38.263,36.012,53.296,7.641,47.558,52.604,61.91,26.974,61.688,25.677,51.914,34.69,48.774,40.195,31.615,57.222,40.466,59.533,82.345,14.145,73.217,23.08,61.587,36.124,60.078,36.3,58.466,37.798,80.126,16.194,38.418,58.566,57.371,38.611,69.114,29.47,61.537,14.022,57.305,15.496,51.961,22.31,47.728,17.474,49.116,18.871,62.743,34.21,29.318,70.528,20.521,78.447
County,"Knox County, Indiana",24770,55.424,22.516,45.962,39.252,32.817,36.493,46.26,7.27,46.732,53.413,60.131,26.969,60.859,25.109,51.034,32.627,48.823,38.102,30.851,56.477,38.019,61.983,80.991,16.64,72.2,25.233,51.985,46.117,55.119,40.322,55.1,41.635,79.697,16.999,39.219,58.094,62.268,35.152,70.111,29.83,64.672,13.254,56.434,14.789,50.988,20.85,45.951,17.684,48.059,16.179,63.532,32.765,25.97,73.786,15.61,83.419
County,"Kosciusko County, Indiana",51671,58.65,21.463,49.769,37.503,39.676,33.325,51.811,7.477,48.027,52.023,62.194,25.565,61.216,25.545,51.988,33.681,49.825,38.867,33.175,55.412,41.413,58.586,82.516,14.324,72.872,24.125,60.567,37.831,60.011,37.366,56.388,39.944,78.464,18.336,37.627,58.624,58.851,38.52,70.883,28.892,63.225,13.807,58.352,15.301,52.737,20.338,49.261,17.1,49.173,17.807,62.158,34.593,30.788,68.962,20.429,78.762
County,"LaGrange County, Indiana",21954,65.47,15.448,54.536,32.694,44.873,26.529,57.183,6.02,55.659,44.213,67.707,20.35,65.582,21.726,57.387,27.486,57.332,31.341,39.127,50.478,48.322,51.679,83.796,11.541,73.787,22.589,66.628,31.931,65.972,31.864,56.438,38.995,78.576,17.59,30.157,64.92,51.718,44.645,76.942,23.411,66.704,11.959,64.098,11.958,59.642,16.306,52.212,14.212,52.154,14.532,64.974,30.986,34.272,65.147,22.812,76.683
County,"Lake County, Indiana",325433,69.952,12.427,58.382,31.661,48.188,24.84,62.582,5.067,60.734,39.385,71.49,15.308,69.45,14.439,61.949,21.473,58.689,27.162,41.575,44.083,51.93,48.069,85.838,11.942,79.492,17.273,71.736,26.195,72.597,24.285,67.134,29.558,84.252,12.939,32.679,65.725,51.197,46.678,81.31,18.142,70.454,10.215,65.143,10.955,62.187,13.279,59.401,10.918,59.83,12.104,69.841,26.754,31.4,68.431,18.832,79.559
County,"LaPorte County, Indiana",77055,66.577,15.189,53.123,36.777,45.295,30.594,58.989,6.267,54.839,45.195,66.078,20.342,64.726,19.904,56.025,27.489,53.265,33.418,37.022,49.787,46.57,53.43,84.977,12.433,77.218,19.648,66.552,31.33,67.126,29.739,61.982,34.796,82.46,14.396,37.046,60.582,55.839,41.573,77.266,22.237,67.568,11.758,62.291,12.778,58.692,15.869,53.909,13.9,54.378,14.557,66.219,30.296,30.217,69.544,19.862,78.722
County,"Lawrence County, Indiana",31959,58.032,22.144,47.581,40.009,36.03,36.874,51.767,7.925,45.901,54.146,59.716,27.345,58.268,27.154,49.149,35.278,47.194,40.477,31.481,56.633,39.368,60.632,81.011,15,71.917,23.931,58.813,39.311,59.976,37.272,54.156,41.199,78.548,17.721,42.437,54.279,60.351,35.101,69.905,29.625,60.256,14.597,55.871,16.283,50.584,20.637,46.318,18.091,47.948,18.304,61.108,35.53,27.267,72.505,19.269,79.653
County,"Madison County, Indiana",89705,63.928,17.859,52.002,36.285,43.942,31.919,56.821,6.709,52.274,47.76,64.728,23.513,63.617,22.563,54.287,30.435,51.727,35.798,34.884,53.305,43.833,56.167,82.882,14.366,75.472,21.534,65.169,32.982,65.677,31.728,57.867,38.143,80.392,16.136,36.935,60.009,57.626,39.825,75.508,24.12,64.268,12.899,60.024,13.797,56.842,18.063,50.416,15.405,51.767,16.276,64.573,31.981,30.864,68.93,19.729,79.024
County,"Marion County, Indiana",608059,70.561,12.62,60.132,30.091,49.872,25.612,63.09,4.964,62.484,37.648,70.864,17.786,70.04,17.111,62.506,22.826,58.947,27.955,43.954,43.225,54.275,45.725,86.47,11.307,79.663,17.686,75.973,22.589,71.585,25.198,67.91,29.55,83.879,13.772,28.502,70.069,47.119,51.486,80.798,18.706,70.07,9.373,65.125,10.237,63.895,12.364,62.197,10.427,60.441,12.01,70.451,26.184,34.014,65.928,19.714,78.273
County,"Marshall County, Indiana",30894,62.191,19.062,49.311,38.03,40.848,32.42,55.103,7.001,50.201,49.844,63.832,24.184,62.288,24.332,53.467,31.542,51.514,36.737,34.563,53.701,43.163,56.837,83.063,13.708,73.46,23.29,61.779,36.348,63.199,34.103,57.153,39.296,80.041,16.581,38.117,58.646,56.498,40.889,72.294,27.357,64.635,13.159,61.37,14.215,55.554,18.03,49.909,16.186,50.78,16.311,63.535,33.067,29.1,70.592,20.634,78.127
County,"Martin County, Indiana",7129,57.349,22.286,46.472,40.65,35.602,36.021,51.417,7.773,46.277,53.707,60.176,27.651,58.452,27.91,49.463,35.287,48.23,39.735,32.197,56.18,39.834,60.166,81.638,14.956,71.642,25.019,57.719,40.423,59.601,37.618,53.585,42.717,77.986,18.429,41.617,54.676,61.855,35.248,69.879,29.809,61.016,14.711,56.806,16.026,51.08,21.137,46.496,18.097,48.021,17.963,61.066,35.421,27.306,72.373,19.406,79.642
