GeoType,GeoName,TotalPop,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,affectweather,affectweatherOppose,worried,worriedOppose,harmplants,harmplantsOppose,futuregen,futuregenOppose,devharm,devharmOppose,harmUS,harmUSOppose,personal,personalOppose,timing,timingOppose,fundrenewables,fundrenewablesOppose,regulate,regulateOppose,CO2limits,CO2limitsOppose,reducetax,reducetaxOppose,supportRPS,supportRPSOppose,rebates,rebatesOppose,drillANWR,drillANWROppose,drilloffshore,drilloffshoreOppose,teachGW,teachGWOppose,corporations,corporationsOppose,citizens,citizensOppose,congress,congressOppose,governor,governorOppose,localofficials,localofficialsOppose,prienv,prienvOppose,discuss,discussOppose,mediaweekly,mediaweeklyOppose
National,US,213649147,70.172,13.633,56.902,31.861,49.454,27.632,61.586,5.791,60.765,39.158,70.425,19.094,70.125,18.4,62.024,24.699,58.447,30.281,41.153,47.674,50.528,49.472,84.515,12.812,77.351,19.803,70.031,28.464,67.732,29.05,63.474,33.706,81.867,15.412,32.306,64.865,48.948,48.53,78.873,20.775,68.152,11.542,64.621,12.079,62.003,16.126,55.994,14.826,56.911,14.744,69.651,27.598,35.617,64.24,22.093,76.745
State,Alabama,3261408,63.154,16.532,50.774,37.149,39.295,30.611,52.66,7.404,53.186,46.759,61.921,22.79,60.924,22.839,54.437,27.851,52.31,33.119,36.285,49.279,44.997,55.003,81.552,15.431,73.472,23.31,64.606,33.922,63.57,32.592,57.106,40.889,79.519,17.444,36.254,59.559,59.076,37.81,76.743,22.698,62.473,12.631,58.851,13.604,55.277,19.609,52.681,15.861,53.229,15.246,67.488,29.13,28.664,71.261,17.414,81.142
State,Alaska,470699,68.62,16.346,52.169,36.086,47.342,32.421,57.479,6.168,58.734,40.73,69.884,21.95,67.387,21.654,61.279,27.53,56.063,34.395,36.943,53.146,47.539,52.461,84.247,12.55,74.647,22.145,66.136,32.789,63.007,32.948,58.647,37.96,81.95,14.845,32.541,63.352,47.415,49.002,77.292,22.243,65.787,11.379,63.311,11.111,56.903,20.015,47.414,17.783,52.812,15.644,69.707,26.013,38.979,60.179,23.234,75.335
State,Arizona,4440635,69.955,15.062,55.654,33.059,49.135,29.271,60.315,6.012,60.232,39.697,67.888,21.247,67.426,20.202,61.139,25.902,58.323,31.487,40.973,48.468,50.247,49.753,83.906,13.392,76.11,21.588,68.061,30.387,64.182,32.064,63.226,34.225,81.31,16.085,36.45,61.168,52.023,45.189,77.121,22.615,67.383,11.615,63.668,12.542,60.523,18.057,54.242,15.775,56.81,15.991,69.31,28.514,38.936,60.838,24.705,74.127
State,Arkansas,1973591,63.213,17.783,50.788,36.373,40.364,32.307,53.169,7.54,54.071,45.819,65.471,22.4,65.006,21.833,57.231,28.683,52.793,34.343,35.74,50.777,45.296,54.704,80.451,16.879,72.594,24.699,64.987,33.633,64.211,32.215,58.274,38.861,78.46,18.285,36.837,58.916,56.31,40.469,76.405,23.043,62.448,12.494,60.085,13.621,56.067,20.744,51.651,16.544,53.59,16.301,64.031,30.337,30.294,69.547,18.869,79.808
State,California,25554412,76.182,9.768,63.332,26.897,56.331,22.574,67.213,4.876,68.22,31.641,76.031,14.73,75.62,14.298,68.468,19.423,65.547,24.485,48.566,40.961,56.577,43.423,84.627,12.311,79.049,17.931,74.048,24.591,72.027,24.997,66.338,30.764,82.86,14.262,26.551,70.39,38.593,58.788,82.245,17.446,71.028,11.484,67.889,11.581,66.519,14.789,56.382,16.26,59.66,14.257,73.899,24.528,41.488,58.301,25.447,73.34
State,Colorado,3590350,71.557,14.167,56.957,31.618,51.673,28.792,62.72,5.695,61.112,38.845,71.005,19.888,70.586,18.716,62.149,26.188,58.617,32.218,40.324,50.572,50.382,49.618,85.307,12.277,76.978,20.815,70.797,27.765,64.589,31.927,63.896,33.944,82.517,15.331,32.149,66.043,43.488,54.556,77.668,22.137,69.155,11.527,65.772,11.974,61.739,17.868,53.99,15.905,56.097,15.8,70.191,26.823,40.92,58.937,27.308,71.614
State,Connecticut,2466129,71.726,11.686,60.877,28.156,52.544,25.684,67.253,5.58,64.712,35.222,75.231,15.928,75.739,15.061,65.745,22.779,61.657,28.418,42.093,47.77,51.705,48.295,87.636,10.285,80.47,16.654,76.281,22.148,73.352,23.89,68.025,29.442,84.13,13.383,29.749,67.757,47.845,49.723,82.583,16.888,71.354,9.984,67.051,10.171,65.667,12.893,56.846,12.64,56.568,13.503,71.498,26.706,36.981,62.815,22.046,77.03
State,Delaware,640915,70.931,12.744,57.104,31.416,51.136,26.146,61.376,5.566,59.609,40.38,69.819,18.561,70.465,17.466,62.705,23.868,57.872,29.399,42.163,46.194,51.658,48.342,84.526,12.988,77.8,19.727,70.194,28.11,67.872,29.121,63.665,34.378,81.355,16.064,33.742,64.783,49.374,49.471,78.226,21.541,68.253,12.909,64.434,13.895,63.418,16.384,58.572,15.424,58.998,15.268,69.032,28.889,34.245,66.013,22.117,76.983
State,District of Columbia,462997,82.211,6.13,64.117,26.516,65.907,18.817,74.542,2.987,71.909,27.758,80.988,10.864,80.256,10.291,75.039,14.794,68.343,20.823,51.458,38.134,63.562,36.438,89.197,8.711,83.392,14.384,79.777,18.843,72.975,23.959,70.779,26.292,85.548,12.255,22.705,75.526,35.439,64.137,84.399,15.494,76.304,8.94,74.216,9.19,74.079,9.891,67.288,10.149,66.72,11.043,75.231,21.596,44.694,55.386,26.058,72.976
State,Florida,14093687,70.208,13.788,56.25,32.378,48.919,27.622,60.141,5.781,59.773,40.33,69.688,19.746,69.2,19.174,61.504,25.351,57.811,30.069,42.326,47.041,51.788,48.212,84.034,13.166,77.413,20.006,69.872,28.44,67.339,29.139,64.162,32.695,80.812,16.234,34.357,62.547,45.666,51.685,78.42,21.233,67.247,12.443,63.47,13.283,63.009,16.275,59.047,14.696,59.872,15.3,68.292,28.717,34.17,65.844,21.008,77.944
State,Georgia,6589462,69.545,13.064,54.283,34.367,45.121,26.852,59.703,5.883,58.461,41.721,64.345,20.514,64.209,19.87,55.711,25.272,55.937,29.571,41.254,45.528,50.806,49.194,84.551,12.675,76.414,20.347,66.89,31.951,67.29,29.259,60.539,36.935,81.219,16.456,35.503,61.907,50.903,46.599,78.663,20.965,66.678,12.349,63.271,12.845,60.302,16.14,57.013,14.528,57.998,14.334,68.755,29.438,32.415,67.571,19.015,79.977
State,Hawaii,972945,77.393,9.378,64.424,24.991,59.707,23.145,68.614,3.976,70.169,29.455,79.684,13.004,79.302,12.247,73.191,17.706,67.643,23.723,49.247,42.223,57.705,42.295,86.675,10.35,80.388,16.992,78.796,19.642,74.091,22.601,68.53,28.179,84.256,12.423,24.207,72.507,39.741,57.045,83.046,16.415,72.47,10.564,70.215,10.232,68.734,14.468,55.291,15.884,59.309,13.742,75.318,21.884,44.016,55.449,24.071,74.295
State,Idaho,1047606,63.459,19.914,51.453,36.162,41.725,35.635,55.622,7.959,55.569,44.124,65.626,24.584,62.567,26.098,56.225,31.439,53.34,36.553,34.536,55.335,45.922,54.078,83.387,13.234,74.123,22.66,66.447,31.59,66.067,29.386,60.537,35.976,80.175,16.604,36.081,58.569,49.029,45.707,79.281,19.902,63.555,12.329,60.057,12.107,55.214,19.43,50.312,16.19,53.72,16.622,65.208,29.949,35.627,63.706,20.227,78.784
State,Illinois,8618284,72.723,11.592,58.898,30.514,51.154,25.458,66.103,4.753,62.418,37.391,73.757,16.454,72.909,15.755,63.567,22.821,59.873,29.022,42.038,47.515,50.834,49.167,87.516,10.17,79.815,17.223,73.67,24.571,69.007,28.418,66.016,31.212,84.515,12.895,28.69,69.099,47.508,49.438,79.099,20.741,71.896,9.404,67.41,10.058,64.5,13.09,57.748,12.031,56.212,12.671,71.023,27.446,36.112,63.531,23.157,75.389
State,Indiana,4339687,63.938,18.68,50.736,36.798,43.133,32.575,54.252,7.055,51.632,48.314,63.999,24.75,63.217,23.462,54.586,30.924,51.388,36.919,34.83,53.235,43.609,56.391,83.093,14.393,74.087,23.021,62.761,35.409,60.247,36.873,58.955,37.988,80.711,16.41,37.805,60.059,55.855,42.205,71.686,28.237,64.736,12.555,60.012,13.755,55.84,18.369,53.311,14.639,52.845,15.678,65.348,30.697,31.15,68.709,21.418,77.112
State,Iowa,2058840,64.834,16.806,53.108,34.011,45.544,31.37,58.366,6.584,55.515,44.593,68.24,22.544,69.725,20.354,58.526,29.257,52.486,36.241,34.284,54.761,42.315,57.685,85.867,11.6,75.481,21.037,65.575,33.328,63.358,33.811,61.622,35.123,81.968,14.867,35.525,61.471,51.83,44.948,75.105,24.639,67.048,10.872,62.649,11.638,57.66,17.607,47.765,16.21,49.16,15.407,70.325,28.557,32.161,67.734,22.742,76.266
State,Kansas,1878495,64.888,18.005,52.622,35.712,43.668,32.406,57.082,7.234,55.332,44.926,66.003,24.32,66.319,23.338,57.119,30.421,53.389,36.205,35.404,53.843,44.615,55.385,84.183,12.929,74.287,22.193,65.089,33.397,63.165,33.446,61.625,34.8,80.355,16.442,36.427,60.32,52.087,44.764,75.546,24.047,65.021,11.93,60.553,12.709,56.332,17.198,51.612,15.422,52.939,15.975,68.63,30.395,32.761,67.167,22.285,76.746
State,Kentucky,2970073,61.858,19.581,49.22,36.888,39.576,34.082,50.443,7.566,51.18,48.452,62.171,26.435,62.939,25.118,54.173,32.029,50.412,37.575,33.229,54.404,42.365,57.635,81.468,15.795,72.816,24.488,59.347,39.167,59.284,36.874,56.041,41.813,79.464,17.471,37.467,59.375,58.252,39.871,73.108,26.564,62.034,13.333,58.964,14.327,53.958,22.25,50.445,17.044,51.246,16.751,66.468,29.785,29.938,69.914,20.022,78.385
State,Louisiana,3065979,65.425,14.873,51.549,35.207,41.74,28.852,55.229,6.617,55.692,44.35,63.87,22.056,63.893,21.255,56.494,26.384,54.359,31.195,38.345,47.237,47.486,52.514,80.841,16.588,73.228,24.113,64.819,33.93,64.891,31.758,59.471,38.091,78.911,17.924,35.012,61.709,59.27,38.879,77.256,22.266,63.177,12.459,59.262,13.277,56.799,18.938,53.24,15.502,54.957,14.96,65.755,31,30.229,69.703,18.156,80.432
State,Maine,957066,68.558,16.627,54.989,33.877,49.641,30.798,60.466,6.509,57.014,43.435,68.83,23.497,69.057,22.312,61.031,29.078,56.8,35.449,37.285,54.057,48.434,51.565,84.847,13.498,77.377,20.735,66.467,31.611,63.77,33.339,63.817,33.986,81.672,16.362,35.174,63.589,52.715,46.902,75.193,24.682,67.44,13.285,62.987,13.889,60.428,16.62,56.529,14.414,56.729,16.584,67.807,29.556,37.118,63.052,26.449,72.803
State,Maryland,4052639,75.398,8.99,61.446,28.093,56.601,22.5,68.267,4.329,65.937,33.826,75.201,13.497,75.353,12.592,67.001,19.023,62.05,24.84,45.634,42.31,55.064,44.936,87.909,9.721,80.692,16.202,75.784,22.777,73.101,24.046,66.524,30.817,84.348,12.841,26.268,70.948,42.996,53.919,82.671,17.006,72.467,9.704,69.455,10.258,68.05,13.133,59.318,13.288,59.441,12.655,72.76,24.375,37.356,62.622,21.563,77.533
State,Massachusetts,4649997,74.8,10.998,61.956,27.533,58.212,24.921,69.546,4.661,66.235,33.744,77.029,15.511,76.465,14.932,67.787,21.686,63.441,28.266,43.01,47.577,53.681,46.319,88.486,9.787,81.493,16.167,76.535,22.04,71.279,26.079,69.707,27.759,84.958,12.817,27.288,70.938,46.012,52.512,81.336,18.406,73.068,10.285,69.085,10.115,67.879,12.581,58.578,12.234,58.066,13.547,72.7,24.545,40.848,59.1,26.423,72.671
State,Michigan,6682881,67.69,14.411,56.934,31.404,45.91,28.502,61.541,6.289,57.854,42.15,69.095,19.584,69.347,18.747,59.235,26.302,56.496,31.74,38.85,49.953,48.247,51.753,85.379,11.841,78.402,18.67,70.963,27.554,70.214,26.965,64.827,31.968,82.444,14.556,31.975,64.792,50.239,46.268,79.552,19.936,68.81,10.476,63.241,11.561,61.854,14.332,56.951,13.147,55.548,13.926,67.322,29.609,32.677,67.08,20.069,78.605
State,Minnesota,3662134,68.615,15.439,55.329,33.225,51.846,29.857,61.147,5.973,58.157,41.853,72.086,21.117,72.967,19.464,63.449,27.331,55.683,34.961,36.902,54.217,46.275,53.725,85.866,11.759,76.955,20.447,69.205,29.103,63.184,33.992,64.64,32.282,81.992,15.354,32.488,65.233,47.488,49.992,75.345,24.545,68.678,10.63,65.032,11.929,60.94,16.391,52.589,15.354,53.394,15.581,70.822,25.89,35.794,64.279,26.2,72.946
State,Mississippi,1949683,65.229,13.869,52.39,34.868,40.994,27.708,55.443,6.692,55.71,44.145,63.549,19.681,62.296,19.338,52.105,25.544,54.419,29.804,38.823,45.295,47.462,52.538,82.242,14.711,74.933,21.748,65.608,32.906,66.187,30.133,58.967,38.666,80.066,16.938,35.559,61.058,58.25,38.412,78.86,20.564,64.283,11.59,60.621,12.773,58.526,17.405,54.66,14.78,54.955,14.066,68.769,28.827,28.99,70.939,16.625,81.956
State,Missouri,4073377,65.074,17.757,52.516,34.585,44.665,31.944,56.583,7.131,54.922,45.082,67.171,23.379,67.853,22.028,58.301,29.64,53.746,35.607,35.754,52.213,45.68,54.32,83.365,13.769,74.433,22.382,65.449,32.487,62.392,34.217,61.492,34.327,79.69,17.198,37.582,59.791,50.872,45.896,74.837,24.837,64.888,12.968,61.175,13.634,57.648,16.902,53.221,15.132,54.63,16.099,68.063,29.556,32.601,67.45,22.523,76.54
State,Montana,698434,64.537,17.984,50.121,37.571,43.432,34.032,56.643,6.71,55.034,44.611,66.284,23.097,64.848,22.261,56.057,30.1,51.258,37.527,32.879,56.434,42.083,57.917,85.925,11.537,74.442,22.574,63.677,35.636,61.658,34.61,58.446,39.335,82.775,14.552,34.288,61.375,50.863,45.606,75.561,24.052,65.926,10.114,61.834,10.456,54.194,21.526,43.885,17.649,47.528,15.847,68.76,27.504,35.802,63.465,22.396,76.159
State,Nebraska,1223228,63.772,19.201,50.841,36.92,42.565,33.74,55.444,7.358,53.708,46.492,65.049,25.782,65.49,24.534,56.653,31.409,51.882,37.82,33.896,55.568,42.941,57.059,84.076,13.135,73.74,23.033,63.306,35.155,60.579,36.049,59.731,36.826,80.238,16.97,37.827,59.397,50.894,46.211,73.69,26.01,64.158,12.478,59.547,12.789,54.507,18.345,49.89,15.894,51.526,16.316,68.312,29.679,32.282,67.64,22.6,76.42
State,Nevada,1922125,70.247,14.027,56.557,31.78,49.39,27.805,60.62,5.714,60.48,39.459,69.827,19.666,70.003,18.399,62.36,24.527,58.926,30.156,42.207,46.567,50.786,49.214,83.703,13.631,76.563,21.309,69.248,28.967,64.925,31.499,62.465,35.207,81.18,16.018,35.18,62.725,49.623,47.973,77.136,22.618,67.68,12.363,64.431,12.939,61.787,17.727,54.527,15.943,57.098,15.829,69.781,28.801,38.011,61.831,24.008,74.791
State,New Hampshire,932344,67.943,16.005,56.488,31.942,49.391,30.284,61.549,6.698,58.339,41.908,70.34,21.764,71.322,20.672,61.128,28.472,56.798,34.602,37.04,53.427,47.388,52.612,85.83,12.301,77.884,19.798,70.239,28.1,66.978,30.162,65.948,31.759,82.462,15.408,34.826,63.2,51.771,46.365,77.69,21.933,68.12,12.108,63.683,12.459,61.12,16.278,54.441,14.579,54.544,15.876,68.52,29.262,36.316,63.674,24.231,74.906
State,New Jersey,6112547,73.822,10.7,61.195,29.446,54.766,25.123,67.325,4.541,66.709,33.094,75.591,14.574,75.243,14.34,67.521,20.338,62.572,26.669,44.048,45.331,54.106,45.894,86.047,11.324,81.823,15.636,77.615,20.962,73.236,23.715,67.678,29.336,83.684,13.165,29.525,67.564,45.419,52.515,82.791,16.736,72.04,9.889,69.146,10.15,67.61,12.729,60.252,13.237,59.416,13.474,72.503,23.389,36.423,63.505,20.216,78.577
State,New Mexico,1373920,71.764,13.048,57.782,30.472,52.347,26.222,61.027,5.28,61.892,38.177,71.203,18.829,71.469,17.052,65.031,23.319,59.771,29.372,44.275,45.416,50.447,49.553,83.758,13.874,76.172,21.709,68.074,30.705,62.377,34.454,61.779,36.5,81.789,15.716,33.823,65.141,46.838,51.265,74.597,25.491,68.869,11.813,65.841,12.821,62.345,18.362,54.062,16.256,56.503,15.688,71.69,26.309,39.394,60.556,26.336,72.592
State,New York,13504083,76.584,9.42,61.293,29.483,55.632,24.024,70.758,3.786,69.74,30.047,76.551,13.908,75.606,13.375,67.992,19.378,64.855,25.002,45.562,43.812,57.173,42.827,87.793,9.653,82.692,14.243,77.689,20.547,74.482,22.3,67.609,29.093,84.999,12.485,24.854,71.268,46.045,51.657,84.567,15.004,73.277,9.117,69.965,8.819,68.176,10.885,62.075,11.478,61.298,12.231,73.84,23.628,39.508,60.128,20.935,77.766
State,North Carolina,6684672,68.755,13.923,55.124,32.245,47.797,27.987,59.28,5.93,58.439,41.301,68.986,19.264,67.637,19.101,60.04,25.275,56.087,30.559,40.204,47.246,49.896,50.104,84.405,12.822,76.788,20.349,70.132,28.22,67.431,29.202,62.315,34.991,81.039,16.344,35.66,61.868,54.377,43.743,78.479,21.126,66.632,12.813,63.532,13.217,61.212,16.916,56.53,15.349,57.484,15.13,68.097,29.718,33.579,66.383,20.18,79.08
State,North Dakota,477607,60.343,22.219,45.497,42.115,38.684,36.861,50.705,7.728,48.803,51.411,61.893,29.401,62.238,27.008,50.463,35.577,46.475,42.86,29.534,59.957,36.899,63.101,84.444,13.167,70.761,25.881,54.513,44.92,52.635,44.443,54.029,43.246,80.678,16.509,40.248,57.128,58.692,39.499,67.057,33.066,62.498,11.468,58.035,12.405,48.909,22.603,42.543,17.856,45.128,16.879,68.509,29.863,30.725,69.021,22.81,75.827
State,Ohio,7848046,66.121,16.337,54.162,34.03,46.586,30.35,58.054,6.698,54.765,45.266,66.437,22.46,66.3,21.605,57.494,28.396,54.371,34.072,37.199,51.711,46.773,53.227,83.809,13.511,75.951,21.069,64.186,34.181,65.741,31.352,61.828,35.413,81.229,16.451,38.341,60.121,54.91,43.171,76.013,23.653,66.98,11.482,62.47,12.91,59.95,16.016,56.5,13.781,55.383,14.995,65.91,32.174,31.92,68.01,21.431,77.514
State,Oklahoma,2534278,62.254,20.232,49.897,37.076,38.689,34.62,51.129,8.01,52.879,47.071,62.758,26.643,62.295,25.856,54.19,31.665,51.6,36.846,34.613,53.473,43.765,56.235,80.146,17.215,71.321,26.248,62.095,36.674,61.585,34.627,57.833,39.105,78.199,18.333,39.793,56.039,57.917,39.89,74.335,25.121,61.008,13.253,58.886,14.004,53.871,22.66,50.197,17.215,52.474,17.095,63.612,31.69,31.098,68.671,19.37,79.281
State,Oregon,2755786,72.203,14.082,57.309,31.757,53.808,28.79,61.98,5.936,61.6,38.123,73.218,19.127,72.043,18.554,66.446,24.544,59.646,31.84,40.673,50.844,52.232,47.768,83.577,13.436,77.499,20.162,70.285,28.287,66.43,30.164,63.889,32.869,81.625,15.703,30.797,66.593,40.598,56.286,79.159,20.565,68.486,12.607,66.116,12.819,62.96,17.854,53.902,17.639,57.776,16.256,69.953,27.778,41.244,58.561,27.696,71.323
State,Pennsylvania,8849846,68.658,14.642,55.657,32.872,48.688,29.03,60.748,5.852,59.433,40.619,69.172,20.231,68.865,20.099,60.195,26.586,56.539,32.35,38.484,50.81,48.714,51.286,83.867,13.584,78.204,18.878,68.796,29.869,67.831,29.092,61.81,35.551,81.901,15.364,33.06,64.152,52.037,45.392,78.543,21.075,68.161,11.007,64.082,11.911,60.961,15.986,56.297,15.393,55.972,15.344,69.525,27.584,33.24,66.687,20.016,78.622
State,Rhode Island,724708,71.395,13.75,58.969,30.182,53.556,26.933,63.768,5.727,61.169,39.18,72.171,19.657,72.729,18.601,64.976,25.214,60.475,31.069,41.738,48.589,51.907,48.093,85.076,13.184,78.747,19.306,71.341,26.184,67.037,30.279,66.381,31.342,82.033,15.865,33.391,65.679,50.405,49.182,77.459,22.392,69.506,12.843,65.556,13.475,64.387,14.742,59.42,13.668,59.072,15.67,69.621,28.902,37.897,62.39,26.294,72.986
State,South Carolina,3269424,66.409,14.491,52.746,34.587,44.109,28.812,57.036,6.547,56.493,43.266,65.45,20.577,65.414,19.714,57.363,25.974,54.023,31.159,38.663,48.116,48.121,51.879,83.959,13.091,75.121,21.354,67.128,30.92,66.89,29.601,61.429,35.968,80.537,16.272,34.115,62.073,52.152,44.688,78.37,21.125,65.247,12.141,62.047,12.889,59.13,17.452,54.491,15.497,55.903,14.929,67.375,28.298,31.232,68.643,17.82,81.131
State,South Dakota,556587,62.727,19.356,51.176,36.638,40.742,34.565,56.11,7.517,54.619,45.388,66.338,24.298,64.896,24.793,54.334,31.72,51.927,37.446,33.169,55.709,42.844,57.156,84.923,11.983,74.141,21.879,66.024,32.41,64.534,31.736,60.974,34.683,80.727,15.967,36.542,59.135,52.739,42.649,76.817,22.531,64.234,11.994,60.036,11.72,55.358,17.284,49.028,15.258,50.898,15.658,67.967,29.264,31.642,68.014,20.179,78.751
State,Tennessee,4427340,63.864,17.449,52.254,34.359,41.845,31.806,53.656,7.737,54.288,45.516,64.177,22.37,63.491,22.322,54.562,29.072,53.608,33.658,36.378,50.543,46.511,53.489,81.432,15.416,73.979,22.823,63.68,34.509,65.216,30.701,58.91,38.411,79.28,17.474,37.06,59.024,57.271,39.039,77.957,21.392,62.85,13.526,59.566,14.209,57.354,19.001,55.028,15.491,55.337,15.867,66.469,30.959,30.56,69.336,18.487,80.038
State,Texas,17085128,69.502,13.956,56.301,32.942,46.684,27.6,58.872,6.162,60.77,39.34,69.032,19.734,69.499,18.898,62.284,24.422,58.832,29.421,42.484,45.041,50.417,49.583,81.592,15.897,74.573,22.818,68.194,30.405,66.016,30.621,62.393,34.945,79.766,17.995,34.04,63.577,54.692,43.336,77.792,21.867,65.624,12.991,63.116,13.393,59.918,17.989,56.404,15.031,57.577,15.266,67.581,28.781,33.782,66.19,21.388,77.412
State,Utah,1707103,65.611,18.268,51.164,37.001,44.526,33.962,56.866,7.085,56.033,43.733,65.972,24.559,63.81,24.768,56.501,30.582,52.903,36.96,34.667,55.236,44.467,55.533,84.897,12.383,74.107,22.982,64.69,34.168,61.824,34.185,57.647,40.052,81.784,15.413,35.63,60.597,51.395,45.02,76.123,23.464,65.531,11.078,62.253,11.297,55.229,20.794,47.553,16.993,50.928,16.306,67.977,28.885,37.078,62.304,23.031,75.699
State,Vermont,437304,72.5,12.565,59.761,29.824,55.238,26.38,66.872,5.203,62.307,38.03,74.236,18.269,75.291,16.785,65.191,24.756,60.185,31.58,40.072,51.365,50.323,49.677,87.689,10.803,80.526,17.468,73.509,24.96,68.709,29.01,67.333,30.954,84.362,13.78,30.721,68.295,48.998,50.704,78.633,21.256,71.801,10.891,67.117,11.482,65.079,14.464,56.193,13.918,55.603,14.811,71.501,26.694,39.035,61.105,27.77,71.318
State,Virginia,5621010,71.369,12.38,58.076,29.579,51.342,26.687,63.002,5.458,61.607,38.133,72.561,17.371,71.613,16.853,63.403,23.329,58.472,29.201,41.666,46.647,51.751,48.249,86.054,11.299,78.11,18.729,71.352,27.548,69.877,26.825,64.316,32.898,82.462,15.079,31.886,65.457,47.585,49.819,80.435,19.139,69.012,11.974,65.588,12.023,63.263,15.557,57.479,14.571,58.039,14.395,69.666,27.34,35.836,64.077,21.178,77.964
State,Washington,4804224,72.859,12.723,59.024,29.362,55.284,27.32,63.69,5.454,63.212,36.424,74.782,18.025,74.614,17.277,66.412,23.868,60.777,30.256,41.717,49.748,52.361,47.639,84.575,12.467,78.145,19.244,74.082,24.624,68.729,28.059,65.129,31.936,82.473,14.672,28.852,68.588,40.166,56.995,80.496,19.155,69.718,11.629,67.188,11.857,63.88,17.218,53.024,17.612,56.827,15.531,71.228,24.161,41.552,58.151,26.913,72.316
State,West Virginia,1297118,58.573,23.106,43.914,41.895,36.553,37.358,46.352,7.969,46.616,53.038,57.391,30.812,57.057,28.355,48.534,35.478,44.569,41.945,29.88,57.713,38.107,61.893,82.165,15.301,70.221,26.794,53.154,45.844,54.031,42.496,49.995,48.495,79.173,18.196,39.857,56.918,58.027,40.71,67.287,32.729,59.67,13.232,56.675,14.386,48.681,25.737,44.66,19.169,47.601,17.934,64.35,30.807,28.529,71.2,19.196,79.539
State,Wisconsin,3891252,67.081,15.246,56.018,32.949,48.484,29.796,60.478,6.198,56.929,42.789,69.795,19.964,70.681,18.865,61.474,26.668,55.22,33.528,36.923,52.396,45.86,54.14,85.828,11.65,77.931,19.376,70.207,28.227,67.223,30.084,63.108,34.356,82.895,14.637,33.582,63.824,52.566,44.848,77.23,22.429,68.576,10.011,64.087,11.259,59.834,15.724,54.227,13.895,52.946,14.363,67.637,28.36,33.005,66.725,21.717,76.936
State,Wyoming,387062,59.681,23.375,43.409,43.773,37.121,39.036,48.651,7.921,48.339,51.428,58.986,30.397,57.089,28.756,49.082,35.853,45.565,43.231,29.104,60.097,37.055,62.945,83.777,13.75,69.422,27.51,52.616,47.195,51.718,44.443,49.955,48.354,80.989,16.74,40.265,55.676,57.301,39.884,68.022,31.934,61.205,11.072,57.356,11.711,46.621,26.771,39.727,19.236,44.41,17.303,66.63,30.127,33.379,65.828,21.848,76.638
County,"Autauga County, Alabama",36466,59.476,19.778,46.971,40.041,36.184,34.858,48.943,7.905,48.048,51.945,59.036,26.966,58.372,26.435,51.675,31.329,49.425,37.188,33.378,53.263,41.318,58.683,79.946,17.42,71.436,25.732,59.103,39.063,57.015,38.975,55.963,42.603,77.747,19.342,39.218,56.616,62.396,34.67,70.609,28.966,60.109,14.988,56.382,16.384,52.95,22.27,49.58,18.175,49.963,18.062,64.844,31.935,27.253,72.704,17.977,80.654
County,"Baldwin County, Alabama",139946,60.062,21.933,46.129,39.811,35.712,37.552,51.123,8.317,48.79,51.135,60.103,26.998,58.812,27.745,51.55,33.624,49.098,39.642,32.658,56.309,40.086,59.914,80.095,16.555,70.694,26.099,58.139,40.141,55.342,40.874,55.995,42.688,77.767,19.026,39.932,56.169,60.87,35.588,69.999,29.723,60.238,15.102,57.009,16.563,53.159,23.484,49.989,18.996,49.431,18.707,64.19,32.827,30.199,69.77,20.694,77.999
County,"Barbour County, Alabama",18387,67.862,11.588,51.93,37.128,41.492,25.576,57.897,5.785,57.342,42.535,65.032,17.553,62.627,18.033,57.631,21.666,56.564,26.333,42.369,40.835,50.986,49.014,82.142,14.84,74.888,21.547,67.697,30.019,66.352,29.682,60.222,37.97,79.818,16.825,35.809,60.006,56.682,39.576,79.472,20.043,64.238,12.375,61.416,13.022,60.885,14.907,57.231,12.873,58.252,12.874,69.24,27.044,28.029,71.832,16.276,82.001
County,"Bibb County, Alabama",15750,58.232,20.045,45.592,41.583,34.476,34.132,49.326,7.891,47.417,52.467,58.162,26.373,56.384,26.886,50.266,31.333,49.238,36.34,34.253,51.492,41.526,58.474,79.497,17.371,70.432,26.282,58.413,39.561,57.863,38.422,53.95,44.329,76.529,20.208,41.409,53.815,63.24,33.433,70.903,28.636,58.404,15.652,55.192,16.952,51.643,21.932,48.855,18.132,49.933,17.688,63.812,32.726,25.73,74.147,17.284,81.341
County,"Blount County, Alabama",39472,52.956,26.374,44.09,41.153,32.142,38.182,43.864,9.276,43.385,56.549,55.534,31.594,54.702,31.918,47.579,37.12,45.723,42.862,30.27,58.085,37.096,62.904,78.113,18.737,68.106,29.091,54.988,43.311,52.285,44.147,51.89,46.304,74.862,22.121,42.152,52.423,65.166,31.839,65.094,34.589,56.331,17.328,53.085,19.078,48.445,26.353,45.248,21.647,45.527,21.559,61.112,35.662,26.064,73.849,18.272,80.696
